"ua.sinoptik.ua","47.131.30.199","10:54:02 01.12.2017","977"
"ua.sinoptik.ua","171.71.223.235","17:56:11 11.05.2017","192"
"www.facebook.com","84.143.1.17","00:01:02 14.03.2017","316"
"www.privatbank.ua","203.109.18.227","12:20:26 24.11.2017","507"
"www.facebook.com","20.118.36.236","15:34:60 01.06.2017","981"
"www.aliexpress.com","83.131.165.36","22:29:28 28.07.2017","547"
"www.ukr.net","116.98.162.185","16:56:08 01.03.2017","927"
"www.privatbank.ua","84.143.1.17","08:48:44 13.05.2017","257"
"www.rozetka.ua","83.131.165.36","06:10:47 07.08.2017","646"
"www.olx.ua","47.131.30.199","17:52:27 13.02.2017","217"
"www.vk.com","47.131.30.199","08:16:39 27.05.2017","199"
"www.facebook.com","22.214.29.190","04:09:41 01.04.2017","325"
"www.facebook.com","83.131.165.36","10:13:36 10.02.2017","259"
"www.wikipedia.org","120.86.157.41","19:22:54 04.01.2017","981"
"www.facebook.com","139.173.177.169","07:47:37 10.06.2017","470"
"www.youtube.com","47.131.30.199","22:47:58 17.11.2017","213"
"www.aliexpress.com","203.109.18.227","02:23:56 19.06.2017","845"
"www.google.com","237.17.1.10","06:16:35 22.05.2017","456"
"www.instagram.com","83.131.165.36","22:50:38 25.06.2017","908"
"www.privatbank.ua","49.45.122.245","23:29:19 28.05.2017","408"
"www.ukr.net","20.118.36.236","13:02:05 15.01.2017","504"
"www.rozetka.ua","139.173.177.169","17:20:21 13.02.2017","105"
"www.google.com","237.17.1.10","07:35:53 03.11.2017","610"
"www.olx.ua","47.131.30.199","22:49:59 22.10.2017","524"
"www.google.com","171.71.223.235","02:43:54 05.05.2017","116"
"www.facebook.com","139.173.177.169","02:39:56 29.04.2017","772"
"www.privatbank.ua","84.143.1.17","02:49:55 17.06.2017","396"
"www.rozetka.ua","47.131.30.199","22:40:33 24.05.2017","736"
"www.youtube.com","120.86.157.41","06:34:41 25.12.2017","464"
"www.ukr.net","22.214.29.190","01:38:60 24.09.2017","605"
"www.privatbank.ua","237.17.1.10","04:03:15 08.01.2017","325"
"www.ukr.net","20.118.36.236","01:02:39 18.12.2017","540"
"ua.sinoptik.ua","47.131.30.199","21:39:19 10.07.2017","496"
"www.wikipedia.org","139.173.177.169","11:07:19 30.09.2017","170"
"www.olx.ua","22.214.29.190","14:02:22 01.07.2017","805"
"www.google.com","120.86.157.41","06:14:38 12.07.2017","342"
"www.instagram.com","83.131.165.36","11:15:30 13.02.2017","672"
"www.ukr.net","49.45.122.245","24:24:22 03.02.2017","978"
"www.vk.com","203.109.18.227","02:13:34 24.08.2017","958"
"www.rozetka.ua","49.45.122.245","15:35:34 17.09.2017","545"
"www.rozetka.ua","84.143.1.17","03:59:17 12.04.2017","902"
"www.facebook.com","47.131.30.199","07:00:30 27.10.2017","398"
"www.facebook.com","203.109.18.227","08:55:23 01.04.2017","464"
"www.vk.com","116.98.162.185","24:57:34 13.09.2017","902"
"www.rozetka.ua","237.17.1.10","04:43:55 09.10.2017","765"
"www.aliexpress.com","22.214.29.190","18:39:35 23.11.2017","330"
"www.aliexpress.com","116.98.162.185","10:47:11 29.03.2017","795"
"www.vk.com","237.17.1.10","17:27:60 28.10.2017","182"
"www.olx.ua","84.143.1.17","06:41:10 26.05.2017","884"
"www.privatbank.ua","203.109.18.227","00:17:50 08.07.2017","467"
"www.rozetka.ua","22.214.29.190","01:39:11 11.09.2017","745"
"www.instagram.com","20.118.36.236","05:44:44 25.03.2017","809"
"www.google.com","203.109.18.227","02:07:37 27.09.2017","321"
"www.ukr.net","22.214.29.190","02:13:52 04.10.2017","443"
"www.privatbank.ua","171.71.223.235","24:04:21 30.06.2017","229"
"www.rozetka.ua","120.86.157.41","23:01:32 26.05.2017","135"
"www.instagram.com","120.86.157.41","16:12:26 07.11.2017","862"
"www.youtube.com","22.214.29.190","09:32:26 03.05.2017","618"
"www.aliexpress.com","120.86.157.41","24:59:05 11.08.2017","638"
"www.privatbank.ua","49.45.122.245","24:47:26 07.01.2017","722"
"www.aliexpress.com","120.86.157.41","23:51:19 08.10.2017","614"
"www.ukr.net","171.71.223.235","23:51:33 01.11.2017","910"
"www.instagram.com","49.45.122.245","19:52:19 26.02.2017","878"
"www.rozetka.ua","47.131.30.199","17:46:40 01.05.2017","153"
"www.facebook.com","20.118.36.236","11:31:44 12.10.2017","123"
"www.instagram.com","83.131.165.36","22:14:50 17.09.2017","423"
"www.instagram.com","47.131.30.199","19:38:08 31.08.2017","991"
"www.youtube.com","22.214.29.190","21:60:49 25.12.2017","707"
"www.olx.ua","49.45.122.245","10:51:04 11.01.2017","385"
"www.instagram.com","139.173.177.169","22:27:12 11.02.2017","531"
"www.aliexpress.com","139.173.177.169","16:05:22 30.02.2017","363"
"www.rozetka.ua","49.45.122.245","13:30:13 19.06.2017","701"
"www.youtube.com","47.131.30.199","08:39:13 16.10.2017","332"
"www.privatbank.ua","47.131.30.199","18:53:37 11.10.2017","862"
"ua.sinoptik.ua","139.173.177.169","09:59:46 15.11.2017","324"
"www.facebook.com","84.143.1.17","19:08:35 12.02.2017","371"
"www.olx.ua","116.98.162.185","03:34:53 25.02.2017","433"
"www.vk.com","47.131.30.199","19:37:58 16.02.2017","494"
"www.google.com","139.173.177.169","13:19:28 04.09.2017","563"
"www.rozetka.ua","49.45.122.245","19:48:30 14.12.2017","313"
"www.ukr.net","203.109.18.227","19:24:36 14.09.2017","234"
"www.olx.ua","237.17.1.10","21:44:24 20.04.2017","700"
"www.rozetka.ua","120.86.157.41","20:18:24 02.06.2017","915"
"www.facebook.com","120.86.157.41","09:56:49 03.07.2017","840"
"www.rozetka.ua","22.214.29.190","24:60:08 28.08.2017","128"
"ua.sinoptik.ua","116.98.162.185","10:28:46 21.01.2017","558"
"www.instagram.com","120.86.157.41","12:10:11 05.04.2017","958"
"www.privatbank.ua","84.143.1.17","09:23:11 20.11.2017","688"
